"tr";"mese";"annrif";"progind";"sesso";"eta10";"staciv4";"pnasc";"reg";"rip";"istr4";"condogg";"posiz4";"ateco3";"cond4";"ORARIO";"RAPP";"CODPROF7";"progvia";"TIPOVGG";"DEST_RE";"DEST_PR";"DEST_IE";"GGINIZ";"MMINIZ";"AAINIZ";"DURATA";"MOTVAC";"MEZZO";"ALLOG";"MOTLAV";"ORGALL";"ORGTRA";"ALPART";"IORGALL";"IORGTRA";"TIPOMARE";"TIPOCROC";"TIPOMONT";"TIPOCITTA";"TIPOCAMP";"TIPOALTRO";"W";"COEV";"TRIM";"npart";"tipo";"ESPE_CO";"ESPE_GIO";"piattall1";"piattall2";"piattall3"
3;12;2023;6196;2;6;2;1;10;1;3;1;1;3;1;1;2;3;2;"V1223";7;9;1;15;12;2023;2;1;8;7;NA;3;3;1;NA;NA;1;2;2;2;2;2;2976.2171771;8928.6515312;4;3;7;72;36;NA;NA;NA
3;12;2023;6196;2;6;2;1;10;1;3;1;1;3;1;1;2;3;3;"V1223";1;4;1;29;12;2023;2;1;8;7;NA;1;3;1;2;NA;2;2;1;2;2;2;2976.2171771;8928.6515312;4;3;7;93;47;NA;NA;NA
3;5;2023;6209;1;3;1;1;80;2;4;1;1;3;1;1;2;2;1;"V0523";136;NA;2;26;5;2023;3;1;1;18;NA;2;1;1;1;1;2;2;2;1;2;2;1835.082889;5505.248667;2;2;1;355;118;1;2;2
3;6;2023;6213;1;4;2;1;20;1;2;1;4;3;1;NA;NA;4;1;"V0623";16;71;1;15;6;2023;15;1;5;1;NA;2;3;1;1;NA;1;2;2;2;2;2;743.6051008;2230.8153023;2;3;7;1034;69;1;2;2
3;4;2023;6231;1;6;2;1;30;1;4;1;1;3;1;1;2;2;1;"V0423";2;7;1;31;3;2023;2;1;5;12;NA;3;3;1;NA;NA;2;2;1;2;2;2;2272.4600508;6817.3801525;2;3;5;171;86;NA;NA;NA
3;4;2023;6231;1;6;2;1;30;1;4;1;1;3;1;1;2;2;2;"V0423";2;7;1;14;4;2023;2;1;5;12;NA;3;3;1;NA;NA;2;2;1;2;2;2;2272.4600508;6817.3801525;2;3;7;115;58;NA;NA;NA
3;2;2023;6242;1;5;2;1;110;3;4;1;2;3;1;1;2;2;1;"V0223";5;27;1;5;2;2023;1;1;5;18;NA;1;3;1;1;NA;2;2;2;1;2;2;2399.257954;7197.7738621;1;2;8;190;190;NA;NA;NA
3;1;2023;6249;1;1;1;1;90;3;1;NA;NA;NA;NA;NA;NA;NA;1;"V0123";142;NA;2;11;1;2023;5;1;1;12;NA;1;1;1;1;1;2;2;2;1;2;2;3707.9837795;11123.951338;1;5;1;112;22;NA;NA;NA
3;9;2023;6263;1;5;2;1;30;1;3;1;1;3;1;1;2;3;1;"L0923";11;43;1;12;9;2023;1;NA;5;1;6;2;3;2;1;NA;NA;NA;NA;NA;NA;NA;6606.4688771;19819.406631;3;1;NA;227;227;1;2;2
3;9;2023;6263;1;5;2;1;30;1;3;1;1;3;1;1;2;3;2;"L0923";5;28;1;19;9;2023;2;NA;5;1;6;2;3;2;1;NA;NA;NA;NA;NA;NA;NA;6606.4688771;19819.406631;3;1;NA;302;151;1;2;2
3;6;2023;6316;2;3;1;1;50;2;3;3;NA;NA;3;NA;NA;NA;1;"V0623";134;NA;2;1;6;2023;5;2;1;14;NA;3;1;2;NA;1;NA;NA;NA;NA;NA;NA;902.1615448;2706.4846343;2;1;NA;365;73;NA;NA;NA
3;10;2023;6322;2;7;2;1;90;3;3;3;1;3;4;NA;NA;3;1;"V1023";8;37;1;20;10;2023;2;1;5;1;NA;1;3;1;2;NA;2;2;1;2;2;2;2062.2759498;6186.8278495;4;2;1;133;67;NA;NA;NA
3;8;2023;6326;1;1;1;2;30;1;1;NA;NA;NA;NA;NA;NA;NA;1;"V0823";18;78;1;1;8;2023;26;1;5;14;NA;3;3;1;NA;NA;1;2;2;2;2;2;3110.6001765;9331.8005294;3;3;7;384;15;NA;NA;NA
3;8;2023;6339;2;8;2;1;50;2;1;3;NA;NA;3;NA;NA;NA;1;"V0823";4;21;1;26;8;2023;4;1;5;1;NA;1;3;1;2;NA;2;2;1;2;2;2;896.321538;2688.964614;3;2;2;500;125;NA;NA;NA
3;3;2023;6356;2;6;2;1;90;3;3;1;4;3;1;NA;NA;4;1;"V0323";138;NA;2;4;3;2023;7;1;1;6;NA;2;2;1;2;2;1;2;2;1;2;2;1537.1361906;4611.4085717;1;2;7;1573;225;NA;NA;NA
3;10;2023;6368;1;7;2;1;50;2;3;3;2;2;4;NA;NA;5;1;"V1023";6;32;1;10;10;2023;2;1;5;1;NA;1;3;1;2;NA;1;2;2;1;2;2;2248.951775;6746.8553251;4;2;1;350;175;NA;NA;NA
3;7;2023;6372;2;6;2;1;10;1;3;1;1;3;1;1;2;2;1;"V0723";127;NA;2;17;7;2023;14;1;1;1;NA;2;2;1;1;1;1;2;1;2;2;2;1810.7918393;5432.3755179;3;2;1;3000;214;2;2;1
3;6;2023;6383;1;2;1;2;120;3;2;3;NA;NA;3;NA;NA;NA;1;"V0623";10;54;1;16;6;2023;1;1;6;1;NA;3;3;2;NA;NA;2;2;1;2;2;2;5153.136719;15459.410157;2;1;5;140;140;NA;NA;NA
3;7;2023;6386;1;1;1;1;10;1;1;NA;NA;NA;NA;NA;NA;NA;1;"V0723";8;39;1;16;7;2023;7;1;5;7;NA;2;3;1;1;NA;1;2;2;2;2;2;5994.2030643;17982.609193;3;3;7;440;63;1;2;2
3;7;2023;6389;2;3;1;1;80;2;4;1;2;2;1;1;1;2;1;"V0723";11;41;1;21;7;2023;2;2;2;14;NA;3;3;2;NA;NA;NA;NA;NA;NA;NA;NA;2973.1848292;8919.5544877;3;1;NA;91;46;NA;NA;NA
3;8;2023;6453;1;5;2;1;80;2;4;1;3;3;1;NA;NA;2;1;"V0823";16;71;1;14;8;2023;10;2;5;14;NA;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;3548.6940629;10646.082189;3;4;NA;165;17;NA;NA;NA
3;8;2023;6462;1;3;1;1;80;2;2;1;2;3;1;1;2;4;1;"V0823";8;39;1;18;8;2023;2;1;5;1;NA;1;3;2;1;NA;1;2;2;2;2;2;8085.7140641;24257.142192;3;1;7;300;150;NA;NA;NA
3;8;2023;6471;1;4;1;1;90;3;4;1;4;3;1;NA;NA;2;1;"V0823";125;NA;2;13;8;2023;7;1;1;1;NA;2;1;1;1;1;2;2;2;1;2;2;3329.7038667;9989.1116002;3;3;7;800;114;1;2;2
3;8;2023;6479;1;4;2;1;80;2;4;1;3;3;1;NA;NA;2;1;"V0823";16;75;1;25;8;2023;6;1;5;1;NA;2;3;1;1;NA;1;2;2;2;2;2;4305.4877471;12916.463241;3;5;7;320;53;1;2;2
3;4;2023;6510;2;7;2;1;140;4;4;1;1;3;1;1;2;2;1;"V0423";8;34;1;19;4;2023;5;4;5;14;NA;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;533.8153302;1601.4459905;2;2;NA;250;50;NA;NA;NA
3;11;2023;6527;2;5;2;1;40;2;3;1;1;3;1;2;2;2;1;"V1123";125;NA;2;1;11;2023;8;1;8;7;NA;3;3;1;NA;NA;2;2;1;1;1;2;1286.3109396;3858.9328188;4;2;1;1108;139;NA;NA;NA
3;11;2023;6538;2;5;3;1;60;2;4;1;1;2;1;1;2;2;1;"V1123";6;32;1;21;11;2023;1;1;5;1;NA;1;3;2;1;NA;2;2;2;1;2;2;1450.7091364;4352.1274092;4;1;1;183;183;NA;NA;NA
3;11;2023;6538;2;5;3;1;60;2;4;1;1;2;1;1;2;2;2;"V1123";6;30;1;10;11;2023;1;1;5;1;NA;1;3;2;1;NA;2;2;1;2;2;2;1450.7091364;4352.1274092;4;1;3;163;163;NA;NA;NA
3;9;2023;6612;1;7;2;1;150;4;2;3;4;3;4;NA;NA;2;1;"V0923";3;16;1;7;9;2023;4;2;5;14;NA;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;2618.8802629;7856.6407888;3;2;NA;326;82;NA;NA;NA
3;5;2023;6666;1;1;1;1;70;1;2;NA;NA;NA;NA;NA;NA;NA;1;"V0523";8;36;1;19;5;2023;1;1;5;18;NA;2;3;1;1;NA;2;2;2;1;2;2;2728.619264;8185.8577919;2;2;7;150;150;1;2;2
3;3;2023;6687;1;7;3;1;30;1;4;1;3;3;1;NA;NA;1;1;"L0323";15;63;1;16;3;2023;2;NA;2;1;3;3;1;2;NA;1;NA;NA;NA;NA;NA;NA;7526.5988626;22579.796588;1;1;NA;242;121;NA;NA;NA
3;3;2023;6687;1;7;3;1;30;1;4;1;3;3;1;NA;NA;1;2;"L0323";9;48;1;2;3;2023;3;NA;2;1;1;3;3;2;NA;NA;NA;NA;NA;NA;NA;NA;7526.5988626;22579.796588;1;1;NA;280;93;NA;NA;NA
3;3;2023;6687;1;7;3;1;30;1;4;1;3;3;1;NA;NA;1;3;"V0323";3;20;1;10;3;2023;3;1;5;1;NA;1;3;2;1;NA;2;2;2;1;2;2;7526.5988626;22579.796588;1;1;2;586;195;NA;NA;NA
3;6;2023;6701;2;8;4;1;100;3;1;3;NA;NA;4;NA;NA;NA;1;"V0623";15;63;1;2;6;2023;7;1;6;1;NA;2;4;2;3;NA;1;2;2;2;2;2;1048.304429;3144.9132871;2;1;2;1090;156;NA;NA;NA
3;7;2023;6713;1;8;2;1;80;2;3;3;1;3;4;NA;NA;2;1;"V0723";6;30;1;13;7;2023;10;1;5;16;NA;1;3;1;2;NA;2;2;1;2;2;2;4384.4722583;13153.416775;3;2;7;840;84;NA;NA;NA
3;2;2023;6724;1;7;2;1;30;1;3;3;1;3;4;NA;NA;3;1;"V0223";5;23;1;17;2;2023;10;1;5;13;NA;3;3;1;NA;NA;2;2;1;2;1;2;2114.4745378;6343.4236135;1;2;7;299;30;NA;NA;NA
3;6;2023;6728;2;5;2;1;40;2;3;1;1;3;1;2;2;4;1;"V0623";172;NA;2;13;6;2023;12;1;5;12;NA;1;3;1;1;NA;1;2;2;2;2;2;1321.6529451;3964.9588353;2;4;7;475;40;NA;NA;NA
3;7;2023;6739;2;4;2;1;120;3;3;1;1;3;1;1;2;3;1;"V0723";16;75;1;22;7;2023;8;1;5;1;NA;1;3;1;1;NA;1;2;2;1;2;2;5919.172466;17757.517398;3;4;7;863;108;NA;NA;NA
3;7;2023;6743;1;1;1;1;190;5;1;NA;NA;NA;NA;NA;NA;NA;1;"V0723";19;83;1;9;7;2023;2;1;8;7;NA;3;3;1;NA;NA;1;2;2;2;2;2;4163.1017024;12489.305107;3;5;7;39;20;NA;NA;NA
3;11;2023;6748;1;1;1;1;80;2;1;NA;NA;NA;NA;NA;NA;NA;1;"V1123";3;20;1;25;11;2023;1;2;5;14;NA;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;1444.709802;4334.1294061;4;5;NA;30;30;NA;NA;NA
3;8;2023;6757;1;7;2;1;150;4;1;3;2;2;4;NA;NA;6;1;"V0823";15;63;1;6;8;2023;7;1;5;1;NA;1;3;1;2;NA;1;2;2;2;2;2;3422.4313294;10267.293988;3;2;7;750;107;NA;NA;NA
3;6;2023;6773;1;6;1;1;180;4;4;1;1;3;1;1;2;2;1;"V0623";19;81;1;24;6;2023;5;1;1;1;NA;1;1;2;1;1;1;2;2;1;2;2;4031.091455;12093.274365;2;1;7;1200;240;NA;NA;NA
3;8;2023;6790;2;2;1;1;10;1;3;3;NA;NA;3;NA;NA;NA;1;"V0823";7;9;1;19;8;2023;5;1;2;14;NA;3;1;2;NA;1;1;2;2;2;2;2;3017.8288751;9053.4866253;3;1;7;130;26;NA;NA;NA
3;6;2023;6796;2;3;1;1;50;2;3;1;1;3;1;1;2;4;1;"V0623";9;48;1;25;6;2023;1;1;5;17;NA;1;3;2;2;NA;2;2;2;1;2;2;2733.8829854;8201.6489561;2;1;6;260;260;NA;NA;NA
3;1;2023;6803;1;7;2;1;30;1;4;3;1;3;4;NA;NA;2;1;"V0123";7;9;1;23;1;2023;5;1;5;13;NA;3;3;1;NA;NA;1;2;2;1;1;2;2914.4744965;8743.4234895;1;2;7;178;36;NA;NA;NA
3;4;2023;6825;2;2;1;1;10;1;3;2;NA;NA;2;NA;NA;NA;1;"V0423";128;NA;2;12;4;2023;4;1;1;1;NA;1;1;1;1;1;2;2;2;1;2;2;4556.5737697;13669.721309;2;2;7;450;113;NA;NA;NA
3;4;2023;6842;2;6;2;1;40;2;4;3;1;3;3;NA;NA;3;1;"V0423";3;18;1;31;3;2023;2;2;2;14;NA;3;1;2;NA;1;NA;NA;NA;NA;NA;NA;982.0394709;2946.1184128;2;1;NA;200;100;NA;NA;NA
3;4;2023;6843;2;2;1;1;70;1;2;3;NA;NA;3;NA;NA;NA;1;"V0423";1;5;1;22;4;2023;1;1;5;13;NA;3;3;1;NA;NA;2;2;1;2;2;2;3795.0860003;11385.258001;2;4;7;24;24;NA;NA;NA
3;5;2023;6854;1;4;2;1;10;1;3;1;1;3;1;1;2;5;1;"L0523";12;58;1;16;5;2023;2;NA;2;1;12;3;3;2;NA;NA;NA;NA;NA;NA;NA;NA;3806.7077644;11420.123293;2;1;NA;141;71;NA;NA;NA
3;5;2023;6854;1;4;2;1;10;1;3;1;1;3;1;1;2;5;2;"L0523";9;48;1;8;5;2023;2;NA;2;1;12;3;3;2;NA;NA;NA;NA;NA;NA;NA;NA;3806.7077644;11420.123293;2;1;NA;146;73;NA;NA;NA
3;5;2023;6854;1;4;2;1;10;1;3;1;1;3;1;1;2;5;3;"L0523";12;58;1;29;5;2023;2;NA;2;1;12;3;3;2;NA;NA;NA;NA;NA;NA;NA;NA;3806.7077644;11420.123293;2;1;NA;155;78;NA;NA;NA
3;1;2023;6859;1;2;1;1;200;5;2;3;NA;NA;3;NA;NA;NA;1;"V0123";1;3;1;1;1;2023;5;1;1;18;NA;1;1;1;1;1;2;2;1;2;2;2;4658.802532;13976.407596;1;4;7;529;106;NA;NA;NA
3;7;2023;6862;1;2;1;1;190;5;3;3;NA;NA;3;NA;NA;NA;1;"V0723";138;NA;2;21;7;2023;7;1;3;4;NA;2;2;1;2;2;2;1;2;2;2;2;3620.0747172;10860.224151;3;3;7;1334;191;NA;NA;NA
3;8;2023;6881;1;1;1;1;90;3;1;NA;NA;NA;NA;NA;NA;NA;1;"V0823";134;NA;2;19;8;2023;10;1;8;7;NA;1;3;1;1;NA;1;2;2;1;2;2;4452.5553637;13357.666091;3;5;7;796;80;NA;NA;NA
3;8;2023;6885;2;4;2;2;30;1;2;1;2;3;1;2;1;4;1;"V0823";167;NA;2;5;8;2023;20;1;5;14;NA;3;3;1;NA;NA;2;2;2;1;1;2;6620.3787032;19861.13611;3;4;7;200;10;NA;NA;NA
3;4;2023;6935;2;2;1;1;90;3;2;3;NA;NA;3;NA;NA;NA;1;"V0423";10;54;1;7;4;2023;3;2;5;13;NA;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;2473.6316371;7420.8949114;2;4;NA;100;33;NA;NA;NA
3;2;2023;6950;2;6;2;1;70;1;3;2;4;3;3;NA;NA;5;1;"V0223";9;47;1;3;2;2023;1;4;5;16;NA;4;3;2;NA;NA;NA;NA;NA;NA;NA;NA;3479.3525077;10438.057523;1;1;NA;78;78;NA;NA;NA
3;2;2023;6968;2;1;1;1;120;3;1;NA;NA;NA;NA;NA;NA;NA;1;"V0223";12;57;1;15;2;2023;3;1;5;14;NA;3;3;1;NA;NA;2;2;1;2;2;2;4997.2022514;14991.606754;1;4;5;66;22;NA;NA;NA
3;2;2023;7021;1;3;1;2;170;4;3;1;2;1;2;1;1;6;1;"V0223";500;NA;2;16;2;2023;12;2;1;14;NA;3;1;2;NA;1;NA;NA;NA;NA;NA;NA;1551.4660407;4654.3981222;1;1;NA;185;15;NA;NA;NA
3;1;2023;7023;2;4;1;2;120;3;4;1;1;3;1;1;2;2;1;"V0123";9;51;1;5;1;2023;3;1;5;1;NA;1;3;1;1;NA;2;2;2;1;2;2;4647.568864;13942.706592;1;2;1;354;118;NA;NA;NA
3;12;2023;7037;2;7;1;1;140;4;3;3;2;3;4;NA;NA;6;1;"V1223";15;63;1;11;12;2023;3;2;2;14;NA;3;3;2;NA;NA;NA;NA;NA;NA;NA;NA;582.5384067;1747.61522;4;1;NA;65;22;NA;NA;NA
3;6;2023;7038;1;2;1;2;90;3;1;3;NA;NA;3;NA;NA;NA;1;"V0623";600;NA;2;1;6;2023;10;2;1;14;NA;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;5259.3435865;15778.03076;2;2;NA;625;63;NA;NA;NA
3;6;2023;7042;1;3;1;1;30;1;3;1;1;3;1;1;1;3;1;"V0623";300;NA;2;10;6;2023;8;1;1;1;NA;2;2;2;2;2;2;2;2;1;2;2;2832.8661238;8498.5983713;2;1;1;2501;313;NA;NA;NA
3;10;2023;7046;2;8;4;1;50;2;1;3;2;2;4;NA;NA;5;1;"V1023";138;NA;2;21;10;2023;10;2;1;14;NA;3;4;2;NA;NA;NA;NA;NA;NA;NA;NA;4495.6371719;13486.911516;4;1;NA;656;66;NA;NA;NA
3;4;2023;7061;1;3;1;1;180;4;4;1;1;3;1;1;2;3;1;"V0423";167;NA;2;21;4;2023;3;1;1;1;NA;2;2;2;1;1;2;2;1;1;2;2;2766.3735197;8299.1205592;2;1;7;630;210;1;2;2
3;8;2023;7065;2;8;4;1;90;3;1;3;1;3;4;NA;NA;4;1;"V0823";9;53;1;10;8;2023;5;1;5;14;NA;3;3;2;NA;NA;1;2;2;2;2;2;3874.718304;11624.154912;3;1;7;100;20;NA;NA;NA
3;11;2023;7074;1;5;3;1;90;3;3;1;1;3;1;1;2;4;1;"V1123";5;28;1;27;11;2023;3;2;5;14;NA;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;1170.7439443;3512.2318328;4;4;NA;51;17;NA;NA;NA
3;6;2023;7097;1;5;2;1;20;1;4;1;3;3;1;NA;NA;2;1;"V0623";11;42;1;17;6;2023;8;1;5;7;NA;2;3;1;1;NA;1;2;2;1;2;2;461.329377;1383.9881309;2;4;7;513;64;1;2;2
3;7;2023;7105;1;1;1;1;10;1;1;NA;NA;NA;NA;NA;NA;NA;1;"V0723";125;NA;2;1;7;2023;1;1;5;1;NA;1;3;1;1;NA;2;2;1;2;2;2;4826.5029116;14479.508735;3;4;7;73;73;NA;NA;NA
3;7;2023;7105;1;1;1;1;10;1;1;NA;NA;NA;NA;NA;NA;NA;2;"V0723";16;73;1;22;7;2023;9;1;5;6;NA;1;3;1;1;NA;1;2;2;2;2;2;4826.5029116;14479.508735;3;4;7;900;100;NA;NA;NA
3;10;2023;7112;2;2;2;1;190;5;2;3;NA;NA;3;NA;NA;NA;1;"V1023";500;NA;2;1;10;2023;7;1;3;6;NA;1;1;1;1;1;1;2;2;1;2;2;9911.14965;29733.44895;4;3;7;634;91;NA;NA;NA
3;2;2023;7119;2;7;2;1;30;1;3;1;1;3;1;1;2;3;1;"V0223";5;23;1;17;2;2023;10;1;5;13;NA;3;3;1;NA;NA;2;2;1;2;1;2;2114.4745378;6343.4236135;1;2;7;299;30;NA;NA;NA
3;8;2023;7120;2;6;1;1;90;3;4;1;4;3;1;NA;NA;4;1;"V0823";4;21;1;12;8;2023;14;1;5;6;NA;1;3;1;2;NA;2;2;1;2;2;2;2848.7164298;8546.1492895;3;4;2;938;67;NA;NA;NA
3;10;2023;7135;2;4;1;1;90;3;4;1;3;3;1;NA;NA;2;1;"V1023";12;58;1;21;10;2023;3;1;5;1;NA;4;3;2;NA;NA;2;2;2;2;2;1;3268.3005823;9804.9017468;4;1;5;178;59;NA;NA;NA
3;12;2023;7151;2;5;1;1;30;1;4;1;1;3;1;1;2;2;1;"V1223";138;NA;2;27;12;2023;4;1;1;1;NA;1;1;1;1;1;2;2;2;1;2;2;6483.8283083;19451.484925;4;2;1;929;232;NA;NA;NA
3;9;2023;7166;2;6;2;1;190;5;4;1;1;3;1;1;2;2;1;"V0923";12;58;1;23;9;2023;3;1;2;12;NA;3;1;1;NA;1;2;2;2;1;2;2;1360.2803172;4080.8409515;3;3;8;232;77;NA;NA;NA
3;8;2023;7173;2;6;3;1;30;1;3;1;1;2;1;1;2;3;1;"V0823";7;8;1;5;8;2023;14;1;5;12;NA;1;3;1;2;NA;1;2;2;2;2;2;4842.0214879;14526.064464;3;2;7;1100;79;NA;NA;NA
3;12;2023;7195;1;6;2;1;90;3;2;3;2;2;4;NA;NA;5;1;"V1223";18;80;1;26;12;2023;5;2;2;14;NA;3;1;1;NA;1;NA;NA;NA;NA;NA;NA;2273.6909201;6821.0727603;4;2;NA;148;30;NA;NA;NA
3;3;2023;7238;2;6;2;1;50;2;4;1;1;3;1;1;2;2;1;"V0323";19;82;1;7;3;2023;1;1;1;4;NA;3;1;1;NA;1;2;2;2;1;2;2;747.0908068;2241.2724203;1;2;1;139;139;NA;NA;NA
3;5;2023;7257;2;5;2;1;150;4;4;1;1;3;1;1;2;2;1;"V0523";12;59;1;26;5;2023;2;1;5;1;NA;1;3;1;1;NA;1;2;2;2;2;2;3181.6357529;9544.9072587;2;2;7;395;198;NA;NA;NA
3;5;2023;7276;2;2;1;1;40;2;2;3;NA;NA;3;NA;NA;NA;1;"V0523";7;11;1;2;5;2023;3;1;5;18;NA;1;3;1;1;NA;1;2;2;2;2;2;1701.7315945;5105.1947834;2;3;7;177;59;NA;NA;NA
3;7;2023;7300;1;7;2;1;70;1;4;3;4;3;4;NA;NA;4;1;"V0723";7;9;1;29;7;2023;1;1;5;13;NA;3;3;1;NA;NA;2;2;1;2;2;2;844.4706953;2533.412086;3;2;7;33;33;NA;NA;NA
3;8;2023;7318;2;3;2;1;80;2;4;1;1;3;1;1;2;2;1;"V0823";300;NA;2;13;8;2023;14;1;1;1;NA;2;2;1;2;2;2;2;2;1;2;2;6389.6773108;19169.031932;3;2;7;2830;202;NA;NA;NA
3;11;2023;7320;2;6;2;1;90;3;3;1;2;2;1;1;2;5;1;"V1123";132;NA;2;3;11;2023;3;1;1;1;NA;2;1;1;1;1;2;2;2;1;2;2;2140.0384265;6420.1152795;4;2;7;611;204;1;2;2
3;1;2023;7322;1;6;2;1;80;2;3;1;1;2;1;1;2;2;1;"V0123";5;25;1;11;1;2023;4;1;5;12;NA;1;3;1;1;NA;2;2;1;2;2;2;6573.7271705;19721.181512;1;2;7;380;95;NA;NA;NA
3;5;2023;7328;2;3;2;1;100;3;4;1;3;3;1;NA;NA;2;1;"V0523";8;99;1;5;5;2023;5;1;5;1;NA;1;3;1;1;NA;1;2;2;1;2;2;2154.0962547;6462.288764;2;4;3;718;144;NA;NA;NA
3;7;2023;7342;2;5;2;1;100;3;3;1;2;3;1;1;2;6;1;"V0723";13;67;1;1;7;2023;6;1;5;7;NA;1;3;1;1;NA;1;2;2;1;2;2;1447.7486578;4343.2459733;3;5;7;142;24;NA;NA;NA
3;8;2023;7344;1;7;2;1;190;5;1;3;2;2;4;NA;NA;5;1;"V0823";5;25;1;18;8;2023;10;2;1;10;NA;3;4;1;NA;NA;NA;NA;NA;NA;NA;NA;5320.7565269;15962.269581;3;2;NA;900;90;NA;NA;NA
3;8;2023;7372;1;1;1;1;30;1;1;NA;NA;NA;NA;NA;NA;NA;1;"V0823";20;90;1;10;8;2023;14;1;3;18;NA;1;1;1;1;1;1;2;2;2;2;2;5547.0950231;16641.285069;3;5;7;417;30;NA;NA;NA
3;8;2023;7374;2;4;2;2;150;4;3;3;NA;NA;3;NA;NA;NA;1;"V0823";3;17;1;14;8;2023;7;2;5;14;NA;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;7028.561312;21085.683936;3;4;NA;125;18;NA;NA;NA
3;4;2023;7416;2;5;3;1;30;1;3;1;4;3;1;NA;NA;5;1;"V0423";7;8;1;21;4;2023;2;1;5;1;NA;1;3;2;3;NA;1;2;2;1;2;2;4708.5835688;14125.750706;2;1;7;446;223;NA;NA;NA
3;5;2023;7440;1;1;1;1;40;2;1;NA;NA;NA;NA;NA;NA;NA;1;"V0523";9;49;1;27;5;2023;4;1;5;12;NA;1;3;1;1;NA;1;2;2;2;1;2;1462.8973092;4388.6919275;2;5;2;700;175;NA;NA;NA
3;4;2023;7442;2;6;2;1;40;2;3;1;1;3;1;1;2;4;1;"V0423";12;59;1;13;4;2023;4;1;2;1;NA;2;2;1;1;1;2;2;2;2;1;2;1059.5514438;3178.6543314;2;2;2;459;115;1;2;2
3;7;2023;7466;2;6;3;1;40;2;3;1;1;3;1;1;2;2;1;"V0723";18;79;1;18;7;2023;7;1;1;1;NA;1;3;1;1;NA;1;2;2;2;2;2;1336.9491406;4010.8474217;3;3;7;950;136;NA;NA;NA
3;10;2023;7468;1;7;2;1;30;1;3;3;1;3;4;NA;NA;1;1;"V1023";9;52;1;15;10;2023;6;1;5;1;NA;1;3;1;1;NA;2;2;1;1;1;2;3085.9752565;9257.9257695;4;2;2;441;74;NA;NA;NA
3;8;2023;7478;2;2;1;1;80;2;2;3;NA;NA;3;NA;NA;NA;1;"V0823";125;NA;2;8;8;2023;10;1;5;12;NA;2;3;1;1;NA;1;2;1;1;1;2;3641.7011482;10925.103445;3;4;1;876;88;2;1;2
3;8;2023;7478;2;2;1;1;80;2;2;3;NA;NA;3;NA;NA;NA;2;"V0823";9;51;1;28;7;2023;9;1;6;16;NA;4;4;2;NA;NA;2;2;1;2;2;2;3641.7011482;10925.103445;3;1;8;160;18;NA;NA;NA
3;10;2023;7484;1;3;1;1;10;1;2;1;2;2;1;2;2;5;1;"V1023";8;39;1;19;10;2023;2;1;5;1;NA;1;3;1;1;NA;1;2;2;2;2;2;5411.6791271;16235.037381;4;3;8;250;125;NA;NA;NA
3;7;2023;7487;1;5;2;1;70;1;4;1;1;2;1;1;2;2;1;"V0723";2;7;1;10;7;2023;5;1;5;14;NA;3;3;1;NA;NA;2;2;1;2;2;2;2747.8974754;8243.6924263;3;3;7;317;63;NA;NA;NA
3;3;2023;7502;2;6;2;1;60;2;3;1;1;3;1;1;2;4;1;"V0323";5;23;1;25;3;2023;1;1;5;1;NA;1;3;1;2;NA;2;2;2;2;1;2;2129.2258212;6387.6774635;1;3;8;88;88;NA;NA;NA
3;3;2023;7502;2;6;2;1;60;2;3;1;1;3;1;1;2;4;2;"V0323";5;28;1;18;3;2023;1;1;5;1;NA;3;3;1;NA;NA;2;2;1;2;2;2;2129.2258212;6387.6774635;1;3;8;88;88;NA;NA;NA
3;4;2023;7517;2;1;1;1;120;3;1;NA;NA;NA;NA;NA;NA;NA;1;"V0423";10;54;1;29;4;2023;1;1;5;1;NA;1;3;1;1;NA;2;2;2;1;1;2;3264.0651776;9792.1955327;2;3;1;77;77;NA;NA;NA
3;8;2023;7554;2;8;4;1;70;1;1;3;NA;NA;3;NA;NA;NA;1;"V0823";5;23;1;5;8;2023;15;2;2;14;NA;3;1;2;NA;2;NA;NA;NA;NA;NA;NA;9584.4585249;28753.375575;3;1;NA;350;23;NA;NA;NA
3;8;2023;7558;2;4;1;1;120;3;4;1;1;3;1;1;2;3;1;"V0823";12;58;1;1;8;2023;30;1;5;12;NA;1;3;1;2;NA;1;2;2;1;2;2;5727.970433;17183.911299;3;3;7;1294;43;NA;NA;NA
3;9;2023;7579;1;8;2;1;30;1;3;3;1;2;4;NA;NA;1;1;"V0923";9;52;1;14;9;2023;2;1;6;1;NA;2;2;1;2;2;2;2;2;1;2;2;2416.9730264;7250.9190792;3;2;1;392;196;NA;NA;NA
3;7;2023;7648;2;6;3;1;50;2;3;1;1;3;1;1;2;2;1;"V0723";6;30;1;13;7;2023;6;1;5;14;NA;3;3;2;NA;NA;1;2;2;1;2;2;4326.2608677;12978.782603;3;1;7;450;75;NA;NA;NA
